"","x","y","numb"
"1",-86.625,-67.9375,1
"2",-86.625,-67.8125,4
"3",-86.375,-68.0625,1
"4",-86.375,-67.9375,2
"5",-86.375,-67.8125,5
"6",-86.125,-68.0625,1
"7",-86.125,-67.9375,4
"8",-86.125,-67.8125,6
"9",-86.125,-67.6875,2
"10",-85.875,-68.0625,4
"11",-85.875,-67.9375,3
"12",-85.875,-67.8125,6
"13",-85.875,-67.6875,1
"14",-85.625,-68.0625,3
"15",-85.625,-67.8125,1
"16",-85.625,-67.6875,4
"17",-85.375,-68.1875,2
"18",-85.375,-68.0625,2
"19",-85.375,-67.8125,1
"20",-85.375,-67.6875,6
"21",-85.125,-68.1875,2
"22",-85.125,-68.0625,2
"23",-85.125,-67.8125,2
"24",-85.125,-67.6875,3
"25",-84.875,-68.1875,3
"26",-84.875,-68.0625,3
"27",-84.875,-67.8125,1
"28",-84.875,-67.6875,3
"29",-84.875,-67.5625,2
"30",-84.875,-67.4375,1
"31",-84.625,-68.1875,4
"32",-84.625,-68.0625,5
"33",-84.625,-67.9375,19
"34",-84.625,-67.8125,4
"35",-84.625,-67.6875,13
"36",-84.625,-67.5625,11
"37",-84.625,-67.4375,7
"38",-84.375,-68.3125,5
"39",-84.375,-68.1875,17
"40",-84.375,-68.0625,25
"41",-84.375,-67.9375,49
"42",-84.375,-67.8125,28
"43",-84.375,-67.6875,9
"44",-84.375,-67.5625,4
"45",-84.375,-67.4375,3
"46",-84.375,-67.3125,2
"47",-84.125,-68.4375,1
"48",-84.125,-68.3125,14
"49",-84.125,-68.1875,9
"50",-84.125,-68.0625,32
"51",-84.125,-67.9375,27
"52",-84.125,-67.8125,28
"53",-84.125,-67.6875,16
"54",-84.125,-67.5625,7
"55",-84.125,-67.4375,7
"56",-83.875,-68.4375,3
"57",-83.875,-68.3125,18
"58",-83.875,-68.1875,34
"59",-83.875,-68.0625,44
"60",-83.875,-67.9375,50
"61",-83.875,-67.8125,40
"62",-83.875,-67.6875,14
"63",-83.875,-67.5625,3
"64",-83.875,-67.4375,11
"65",-83.625,-68.4375,4
"66",-83.625,-68.3125,21
"67",-83.625,-68.1875,32
"68",-83.625,-68.0625,33
"69",-83.625,-67.9375,66
"70",-83.625,-67.8125,53
"71",-83.625,-67.6875,23
"72",-83.625,-67.5625,20
"73",-83.625,-67.4375,5
"74",-83.375,-68.5625,1
"75",-83.375,-68.4375,1
"76",-83.375,-68.3125,21
"77",-83.375,-68.1875,62
"78",-83.375,-68.0625,72
"79",-83.375,-67.9375,78
"80",-83.375,-67.8125,76
"81",-83.375,-67.6875,62
"82",-83.375,-67.5625,24
"83",-83.375,-67.4375,2
"84",-83.125,-68.5625,3
"85",-83.125,-68.4375,1
"86",-83.125,-68.3125,28
"87",-83.125,-68.1875,75
"88",-83.125,-68.0625,64
"89",-83.125,-67.9375,92
"90",-83.125,-67.8125,140
"91",-83.125,-67.6875,92
"92",-83.125,-67.5625,43
"93",-83.125,-67.4375,15
"94",-83.125,-67.3125,1
"95",-82.875,-68.5625,3
"96",-82.875,-68.4375,4
"97",-82.875,-68.3125,48
"98",-82.875,-68.1875,84
"99",-82.875,-68.0625,86
"100",-82.875,-67.9375,93
"101",-82.875,-67.8125,219
"102",-82.875,-67.6875,125
"103",-82.875,-67.5625,62
"104",-82.875,-67.4375,61
"105",-82.875,-67.3125,10
"106",-82.875,-67.1875,5
"107",-82.625,-68.5625,1
"108",-82.625,-68.4375,4
"109",-82.625,-68.3125,63
"110",-82.625,-68.1875,90
"111",-82.625,-68.0625,70
"112",-82.625,-67.9375,107
"113",-82.625,-67.8125,231
"114",-82.625,-67.6875,164
"115",-82.625,-67.5625,143
"116",-82.625,-67.4375,145
"117",-82.625,-67.3125,41
"118",-82.625,-67.1875,3
"119",-82.625,-67.0625,5
"120",-82.375,-68.4375,6
"121",-82.375,-68.3125,47
"122",-82.375,-68.1875,113
"123",-82.375,-68.0625,77
"124",-82.375,-67.9375,106
"125",-82.375,-67.8125,215
"126",-82.375,-67.6875,233
"127",-82.375,-67.5625,173
"128",-82.375,-67.4375,179
"129",-82.375,-67.3125,92
"130",-82.375,-67.1875,11
"131",-82.375,-67.0625,4
"132",-82.375,-66.9375,2
"133",-82.125,-68.4375,5
"134",-82.125,-68.3125,66
"135",-82.125,-68.1875,101
"136",-82.125,-68.0625,100
"137",-82.125,-67.9375,131
"138",-82.125,-67.8125,136
"139",-82.125,-67.6875,197
"140",-82.125,-67.5625,182
"141",-82.125,-67.4375,249
"142",-82.125,-67.3125,217
"143",-82.125,-67.1875,72
"144",-82.125,-67.0625,24
"145",-82.125,-66.9375,6
"146",-81.875,-68.4375,3
"147",-81.875,-68.3125,55
"148",-81.875,-68.1875,102
"149",-81.875,-68.0625,104
"150",-81.875,-67.9375,102
"151",-81.875,-67.8125,141
"152",-81.875,-67.6875,171
"153",-81.875,-67.5625,229
"154",-81.875,-67.4375,302
"155",-81.875,-67.3125,254
"156",-81.875,-67.1875,182
"157",-81.875,-67.0625,63
"158",-81.875,-66.9375,14
"159",-81.875,-66.8125,4
"160",-81.875,-66.6875,2
"161",-81.875,-66.5625,3
"162",-81.875,-66.4375,4
"163",-81.875,-66.3125,3
"164",-81.875,-66.1875,1
"165",-81.625,-68.4375,1
"166",-81.625,-68.3125,54
"167",-81.625,-68.1875,98
"168",-81.625,-68.0625,94
"169",-81.625,-67.9375,119
"170",-81.625,-67.8125,129
"171",-81.625,-67.6875,189
"172",-81.625,-67.5625,198
"173",-81.625,-67.4375,454
"174",-81.625,-67.3125,304
"175",-81.625,-67.1875,316
"176",-81.625,-67.0625,165
"177",-81.625,-66.9375,56
"178",-81.625,-66.8125,18
"179",-81.625,-66.6875,5
"180",-81.625,-66.5625,2
"181",-81.625,-66.1875,2
"182",-81.375,-68.4375,2
"183",-81.375,-68.3125,55
"184",-81.375,-68.1875,68
"185",-81.375,-68.0625,89
"186",-81.375,-67.9375,112
"187",-81.375,-67.8125,139
"188",-81.375,-67.6875,199
"189",-81.375,-67.5625,202
"190",-81.375,-67.4375,228
"191",-81.375,-67.3125,226
"192",-81.375,-67.1875,298
"193",-81.375,-67.0625,219
"194",-81.375,-66.9375,147
"195",-81.375,-66.8125,88
"196",-81.375,-66.6875,19
"197",-81.375,-66.5625,2
"198",-81.375,-66.4375,1
"199",-81.375,-66.0625,2
"200",-81.125,-68.5625,6
"201",-81.125,-68.4375,27
"202",-81.125,-68.3125,66
"203",-81.125,-68.1875,60
"204",-81.125,-68.0625,98
"205",-81.125,-67.9375,116
"206",-81.125,-67.8125,145
"207",-81.125,-67.6875,185
"208",-81.125,-67.5625,244
"209",-81.125,-67.4375,225
"210",-81.125,-67.3125,280
"211",-81.125,-67.1875,350
"212",-81.125,-67.0625,463
"213",-81.125,-66.9375,297
"214",-81.125,-66.8125,168
"215",-81.125,-66.6875,85
"216",-81.125,-66.5625,29
"217",-81.125,-66.4375,5
"218",-81.125,-66.3125,10
"219",-81.125,-66.1875,1
"220",-81.125,-66.0625,5
"221",-81.125,-65.9375,3
"222",-80.875,-68.5625,24
"223",-80.875,-68.4375,61
"224",-80.875,-68.3125,62
"225",-80.875,-68.1875,68
"226",-80.875,-68.0625,80
"227",-80.875,-67.9375,131
"228",-80.875,-67.8125,194
"229",-80.875,-67.6875,199
"230",-80.875,-67.5625,214
"231",-80.875,-67.4375,251
"232",-80.875,-67.3125,247
"233",-80.875,-67.1875,292
"234",-80.875,-67.0625,313
"235",-80.875,-66.9375,330
"236",-80.875,-66.8125,315
"237",-80.875,-66.6875,179
"238",-80.875,-66.5625,94
"239",-80.875,-66.4375,42
"240",-80.875,-66.3125,22
"241",-80.875,-66.1875,18
"242",-80.875,-66.0625,3
"243",-80.875,-65.9375,3
