"","x","y","numb"
"1",-40.125,-53.4375,3
"2",-40.125,-52.1875,1
"3",-39.875,-53.5625,1
"4",-39.875,-53.4375,3
"5",-39.875,-53.3125,3
"6",-39.875,-53.0625,1
"7",-39.875,-52.8125,1
"8",-39.875,-52.5625,1
"9",-39.875,-52.4375,1
"10",-39.875,-52.0625,1
"11",-39.875,-51.8125,1
"12",-39.625,-53.5625,3
"13",-39.625,-52.6875,1
"14",-39.625,-51.6875,1
"15",-39.625,-51.0625,1
"16",-39.625,-50.9375,1
"17",-39.625,-50.8125,1
"18",-39.375,-53.5625,1
"19",-39.375,-51.5625,2
"20",-39.375,-51.4375,1
"21",-39.375,-51.3125,1
"22",-39.375,-51.1875,1
"23",-39.375,-51.0625,1
"24",-39.375,-50.8125,2
"25",-39.125,-53.5625,2
"26",-39.125,-50.9375,1
"27",-39.125,-50.8125,1
"28",-38.875,-53.5625,1
"29",-38.875,-50.9375,1
"30",-38.625,-53.5625,2
"31",-38.625,-51.1875,1
"32",-38.625,-51.0625,1
"33",-38.375,-53.5625,1
"34",-38.375,-51.1875,1
"35",-38.125,-53.4375,2
"36",-37.875,-53.4375,1
"37",-37.625,-53.4375,2
"38",-37.375,-53.4375,2
"39",-37.125,-53.4375,3
"40",-36.875,-53.4375,3
"41",-36.625,-53.4375,4
"42",-36.625,-53.0625,2
"43",-36.625,-52.9375,3
"44",-36.625,-52.8125,4
"45",-36.375,-53.5625,3
"46",-36.375,-53.0625,1
"47",-36.125,-53.6875,2
"48",-36.125,-53.1875,2
"49",-36.125,-53.0625,1
"50",-36.125,-52.8125,1
"51",-36.125,-52.6875,1
"52",-36.125,-52.5625,1
"53",-35.875,-59.3125,1
"54",-35.875,-59.1875,1
"55",-35.875,-59.0625,2
"56",-35.875,-58.9375,1
"57",-35.875,-53.8125,1
"58",-35.875,-53.6875,2
"59",-35.875,-53.3125,1
"60",-35.875,-53.0625,1
"61",-35.875,-52.5625,1
"62",-35.625,-59.5625,20
"63",-35.625,-59.4375,11
"64",-35.625,-59.3125,9
"65",-35.625,-59.1875,6
"66",-35.625,-59.0625,4
"67",-35.625,-58.9375,1
"68",-35.625,-53.9375,1
"69",-35.625,-53.8125,2
"70",-35.625,-53.4375,1
"71",-35.625,-53.0625,1
"72",-35.625,-52.9375,1
"73",-35.625,-52.8125,1
"74",-35.625,-52.6875,1
"75",-35.375,-60.5625,31
"76",-35.375,-60.4375,8
"77",-35.375,-60.0625,2
"78",-35.375,-59.9375,12
"79",-35.375,-59.8125,10
"80",-35.375,-59.6875,20
"81",-35.375,-59.5625,37
"82",-35.375,-59.4375,5
"83",-35.375,-59.0625,17
"84",-35.375,-58.9375,20
"85",-35.375,-58.8125,5
"86",-35.375,-58.6875,4
"87",-35.375,-54.1875,1
"88",-35.375,-54.0625,1
"89",-35.375,-53.9375,1
"90",-35.375,-53.6875,1
"91",-35.375,-53.5625,2
"92",-35.375,-53.4375,3
"93",-35.375,-53.3125,4
"94",-35.375,-53.1875,2
"95",-35.375,-51.8125,1
"96",-35.125,-61.4375,10
"97",-35.125,-61.3125,20
"98",-35.125,-61.1875,2
"99",-35.125,-61.0625,8
"100",-35.125,-60.9375,15
"101",-35.125,-60.8125,42
"102",-35.125,-60.6875,22
"103",-35.125,-60.5625,79
"104",-35.125,-60.4375,69
"105",-35.125,-60.0625,38
"106",-35.125,-59.9375,39
"107",-35.125,-59.8125,61
"108",-35.125,-59.6875,31
"109",-35.125,-59.5625,53
"110",-35.125,-59.4375,26
"111",-35.125,-59.3125,1
"112",-35.125,-59.1875,10
"113",-35.125,-59.0625,14
"114",-35.125,-58.9375,4
"115",-35.125,-58.8125,4
"116",-35.125,-58.6875,2
"117",-35.125,-54.4375,2
"118",-35.125,-54.3125,2
"119",-35.125,-54.1875,1
"120",-35.125,-53.9375,1
"121",-35.125,-53.8125,1
"122",-35.125,-53.6875,5
"123",-35.125,-53.5625,1
"124",-35.125,-53.4375,5
"125",-35.125,-53.3125,11
"126",-35.125,-53.1875,5
"127",-35.125,-53.0625,8
"128",-35.125,-51.8125,4
"129",-34.875,-61.4375,28
"130",-34.875,-61.3125,110
"131",-34.875,-61.1875,104
"132",-34.875,-61.0625,72
"133",-34.875,-60.9375,116
"134",-34.875,-60.8125,106
"135",-34.875,-60.6875,196
"136",-34.875,-60.5625,114
"137",-34.875,-60.4375,85
"138",-34.875,-60.3125,1
"139",-34.875,-60.1875,8
"140",-34.875,-60.0625,70
"141",-34.875,-59.9375,62
"142",-34.875,-59.8125,38
"143",-34.875,-59.6875,89
"144",-34.875,-59.5625,106
"145",-34.875,-59.4375,78
"146",-34.875,-59.3125,24
"147",-34.875,-59.1875,4
"148",-34.875,-59.0625,3
"149",-34.875,-58.9375,4
"150",-34.875,-58.8125,11
"151",-34.875,-58.6875,2
"152",-34.875,-54.4375,3
"153",-34.875,-54.0625,2
"154",-34.875,-53.9375,3
"155",-34.875,-53.8125,2
"156",-34.875,-53.6875,1
"157",-34.875,-53.5625,2
"158",-34.875,-53.4375,10
"159",-34.875,-53.3125,8
"160",-34.875,-53.0625,1
"161",-34.875,-52.9375,3
"162",-34.875,-51.9375,4
"163",-34.625,-61.5625,16
"164",-34.625,-61.4375,47
"165",-34.625,-61.3125,212
"166",-34.625,-61.1875,357
"167",-34.625,-61.0625,393
"168",-34.625,-60.9375,304
"169",-34.625,-60.8125,207
"170",-34.625,-60.6875,128
"171",-34.625,-60.5625,129
"172",-34.625,-60.4375,196
"173",-34.625,-60.3125,57
"174",-34.625,-60.1875,66
"175",-34.625,-60.0625,86
"176",-34.625,-59.9375,59
"177",-34.625,-59.8125,161
"178",-34.625,-59.6875,209
"179",-34.625,-59.5625,144
"180",-34.625,-59.4375,90
"181",-34.625,-59.3125,55
"182",-34.625,-59.1875,16
"183",-34.625,-59.0625,5
"184",-34.625,-58.9375,1
"185",-34.625,-58.8125,1
"186",-34.625,-58.6875,9
"187",-34.625,-54.6875,1
"188",-34.625,-54.5625,2
"189",-34.625,-54.3125,2
"190",-34.625,-54.1875,5
"191",-34.625,-54.0625,7
"192",-34.625,-53.9375,3
"193",-34.625,-53.8125,2
"194",-34.625,-53.6875,2
"195",-34.625,-53.5625,2
"196",-34.625,-53.4375,1
"197",-34.625,-53.3125,2
"198",-34.625,-52.9375,2
"199",-34.625,-51.9375,5
"200",-34.375,-61.9375,6
"201",-34.375,-61.8125,15
"202",-34.375,-61.6875,34
"203",-34.375,-61.5625,116
"204",-34.375,-61.4375,225
"205",-34.375,-61.3125,399
"206",-34.375,-61.1875,508
"207",-34.375,-61.0625,690
"208",-34.375,-60.9375,715
"209",-34.375,-60.8125,453
"210",-34.375,-60.6875,329
"211",-34.375,-60.5625,227
"212",-34.375,-60.4375,362
"213",-34.375,-60.3125,474
"214",-34.375,-60.1875,281
"215",-34.375,-60.0625,154
"216",-34.375,-59.9375,153
"217",-34.375,-59.8125,238
"218",-34.375,-59.6875,335
"219",-34.375,-59.5625,236
"220",-34.375,-59.4375,83
"221",-34.375,-59.3125,88
"222",-34.375,-59.1875,6
"223",-34.375,-58.9375,3
"224",-34.375,-58.6875,7
"225",-34.375,-58.5625,12
"226",-34.375,-58.4375,4
"227",-34.375,-54.6875,4
"228",-34.375,-54.4375,3
"229",-34.375,-54.3125,8
"230",-34.375,-54.1875,5
"231",-34.375,-54.0625,8
"232",-34.375,-53.9375,2
"233",-34.375,-53.8125,2
"234",-34.375,-53.5625,3
"235",-34.375,-53.1875,1
"236",-34.375,-52.8125,3
"237",-34.375,-52.0625,4
"238",-34.375,-51.9375,1
"239",-34.125,-62.0625,1
"240",-34.125,-61.9375,44
"241",-34.125,-61.8125,138
"242",-34.125,-61.6875,177
"243",-34.125,-61.5625,416
"244",-34.125,-61.4375,489
"245",-34.125,-61.3125,507
"246",-34.125,-61.1875,618
"247",-34.125,-61.0625,709
"248",-34.125,-60.9375,834
"249",-34.125,-60.8125,548
"250",-34.125,-60.6875,587
"251",-34.125,-60.5625,398
"252",-34.125,-60.4375,774
"253",-34.125,-60.3125,750
"254",-34.125,-60.1875,417
"255",-34.125,-60.0625,516
"256",-34.125,-59.9375,186
"257",-34.125,-59.8125,417
"258",-34.125,-59.6875,335
"259",-34.125,-59.5625,283
"260",-34.125,-59.4375,431
"261",-34.125,-59.3125,94
"262",-34.125,-59.1875,70
"263",-34.125,-59.0625,205
"264",-34.125,-58.9375,37
"265",-34.125,-58.8125,17
"266",-34.125,-58.6875,37
"267",-34.125,-58.5625,9
"268",-34.125,-58.4375,2
"269",-34.125,-57.8125,3
"270",-34.125,-57.6875,5
"271",-34.125,-57.5625,2
"272",-34.125,-56.0625,3
"273",-34.125,-55.9375,1
"274",-34.125,-55.8125,1
"275",-34.125,-54.8125,1
"276",-34.125,-54.6875,1
"277",-34.125,-54.5625,5
"278",-34.125,-54.4375,10
"279",-34.125,-54.3125,2
"280",-34.125,-54.1875,6
"281",-34.125,-54.0625,9
"282",-34.125,-53.9375,9
"283",-34.125,-53.8125,3
"284",-34.125,-53.6875,1
"285",-34.125,-53.5625,1
"286",-34.125,-53.1875,2
"287",-34.125,-52.8125,3
"288",-34.125,-52.0625,1
"289",-33.875,-62.0625,4
"290",-33.875,-61.9375,63
"291",-33.875,-61.8125,268
"292",-33.875,-61.6875,283
"293",-33.875,-61.5625,629
"294",-33.875,-61.4375,583
"295",-33.875,-61.3125,554
"296",-33.875,-61.1875,712
"297",-33.875,-61.0625,946
"298",-33.875,-60.9375,713
"299",-33.875,-60.8125,618
"300",-33.875,-60.6875,754
"301",-33.875,-60.5625,569
"302",-33.875,-60.4375,549
"303",-33.875,-60.3125,613
"304",-33.875,-60.1875,703
"305",-33.875,-60.0625,643
"306",-33.875,-59.9375,473
"307",-33.875,-59.8125,321
"308",-33.875,-59.6875,428
"309",-33.875,-59.5625,233
"310",-33.875,-59.4375,243
"311",-33.875,-59.3125,201
"312",-33.875,-59.1875,194
"313",-33.875,-59.0625,363
"314",-33.875,-58.9375,109
"315",-33.875,-58.8125,55
"316",-33.875,-58.6875,8
"317",-33.875,-58.5625,9
"318",-33.875,-58.4375,4
"319",-33.875,-58.3125,5
"320",-33.875,-58.1875,4
"321",-33.875,-58.0625,3
"322",-33.875,-57.9375,3
"323",-33.875,-57.8125,17
"324",-33.875,-57.6875,17
"325",-33.875,-57.5625,5
"326",-33.875,-57.4375,2
"327",-33.875,-56.3125,2
"328",-33.875,-56.1875,1
"329",-33.875,-55.9375,2
"330",-33.875,-55.8125,2
"331",-33.875,-55.6875,2
"332",-33.875,-55.5625,3
"333",-33.875,-55.4375,4
"334",-33.875,-55.3125,3
"335",-33.875,-55.1875,2
"336",-33.875,-54.8125,2
"337",-33.875,-54.6875,5
"338",-33.875,-54.5625,8
"339",-33.875,-54.4375,6
"340",-33.875,-54.3125,12
"341",-33.875,-54.1875,3
"342",-33.875,-54.0625,5
"343",-33.875,-53.9375,9
"344",-33.875,-53.8125,11
"345",-33.875,-53.6875,8
"346",-33.875,-53.5625,5
"347",-33.875,-53.4375,8
"348",-33.875,-53.3125,3
"349",-33.875,-53.1875,1
"350",-33.875,-52.8125,3
"351",-33.875,-52.0625,1
"352",-33.875,-51.9375,1
"353",-33.625,-62.0625,2
"354",-33.625,-61.9375,35
"355",-33.625,-61.8125,162
"356",-33.625,-61.6875,268
"357",-33.625,-61.5625,302
"358",-33.625,-61.4375,431
"359",-33.625,-61.3125,593
"360",-33.625,-61.1875,1002
"361",-33.625,-61.0625,1257
"362",-33.625,-60.9375,849
"363",-33.625,-60.8125,1109
"364",-33.625,-60.6875,905
"365",-33.625,-60.5625,758
"366",-33.625,-60.4375,1172
"367",-33.625,-60.3125,1053
"368",-33.625,-60.1875,794
"369",-33.625,-60.0625,614
"370",-33.625,-59.9375,577
"371",-33.625,-59.8125,441
"372",-33.625,-59.6875,378
"373",-33.625,-59.5625,234
"374",-33.625,-59.4375,203
"375",-33.625,-59.3125,274
"376",-33.625,-59.1875,299
"377",-33.625,-59.0625,413
"378",-33.625,-58.9375,248
"379",-33.625,-58.8125,338
"380",-33.625,-58.6875,253
"381",-33.625,-58.5625,9
"382",-33.625,-58.4375,99
"383",-33.625,-58.3125,18
"384",-33.625,-58.1875,3
"385",-33.625,-58.0625,115
"386",-33.625,-57.9375,88
"387",-33.625,-57.8125,65
"388",-33.625,-57.6875,42
"389",-33.625,-57.5625,28
"390",-33.625,-57.4375,17
"391",-33.625,-57.3125,6
"392",-33.625,-56.4375,2
"393",-33.625,-56.3125,1
"394",-33.625,-55.6875,5
"395",-33.625,-55.5625,4
"396",-33.625,-55.3125,2
"397",-33.625,-55.1875,2
"398",-33.625,-55.0625,4
"399",-33.625,-54.9375,7
"400",-33.625,-54.8125,8
"401",-33.625,-54.6875,11
"402",-33.625,-54.5625,11
"403",-33.625,-54.4375,8
"404",-33.625,-54.3125,4
"405",-33.625,-54.1875,7
"406",-33.625,-54.0625,8
"407",-33.625,-53.9375,4
"408",-33.625,-53.8125,7
"409",-33.625,-53.6875,3
"410",-33.625,-53.5625,3
"411",-33.625,-52.9375,3
"412",-33.625,-52.0625,1
"413",-33.625,-51.9375,1
"414",-33.375,-61.9375,14
"415",-33.375,-61.8125,153
"416",-33.375,-61.6875,253
"417",-33.375,-61.5625,266
"418",-33.375,-61.4375,453
"419",-33.375,-61.3125,665
"420",-33.375,-61.1875,844
"421",-33.375,-61.0625,1009
"422",-33.375,-60.9375,973
"423",-33.375,-60.8125,958
"424",-33.375,-60.6875,1251
"425",-33.375,-60.5625,1188
"426",-33.375,-60.4375,897
"427",-33.375,-60.3125,741
"428",-33.375,-60.1875,967
"429",-33.375,-60.0625,710
"430",-33.375,-59.9375,533
"431",-33.375,-59.8125,703
"432",-33.375,-59.6875,553
"433",-33.375,-59.5625,315
"434",-33.375,-59.4375,169
"435",-33.375,-59.3125,302
"436",-33.375,-59.1875,382
"437",-33.375,-59.0625,375
"438",-33.375,-58.9375,248
"439",-33.375,-58.8125,266
"440",-33.375,-58.6875,400
"441",-33.375,-58.5625,196
"442",-33.375,-58.4375,36
"443",-33.375,-58.3125,128
"444",-33.375,-58.1875,79
"445",-33.375,-58.0625,80
"446",-33.375,-57.9375,78
"447",-33.375,-57.8125,70
"448",-33.375,-57.6875,58
"449",-33.375,-57.5625,60
"450",-33.375,-57.4375,37
"451",-33.375,-57.3125,25
"452",-33.375,-57.1875,12
"453",-33.375,-56.4375,3
"454",-33.375,-56.3125,4
"455",-33.375,-56.1875,4
"456",-33.375,-55.6875,3
"457",-33.375,-55.5625,2
"458",-33.375,-55.4375,5
"459",-33.375,-55.3125,4
"460",-33.375,-55.1875,11
"461",-33.375,-55.0625,10
"462",-33.375,-54.9375,14
"463",-33.375,-54.8125,17
"464",-33.375,-54.6875,6
"465",-33.375,-54.5625,6
"466",-33.375,-54.4375,10
"467",-33.375,-54.3125,11
"468",-33.375,-54.1875,9
"469",-33.375,-54.0625,4
"470",-33.375,-53.9375,8
"471",-33.375,-53.8125,3
"472",-33.375,-53.6875,5
"473",-33.375,-53.5625,10
"474",-33.375,-53.4375,7
"475",-33.375,-53.3125,5
"476",-33.375,-53.1875,2
"477",-33.375,-53.0625,1
"478",-33.375,-52.9375,1
"479",-33.375,-52.8125,2
"480",-33.375,-52.0625,2
"481",-33.125,-61.9375,6
"482",-33.125,-61.8125,107
"483",-33.125,-61.6875,216
"484",-33.125,-61.5625,214
"485",-33.125,-61.4375,616
"486",-33.125,-61.3125,1325
"487",-33.125,-61.1875,994
"488",-33.125,-61.0625,1340
"489",-33.125,-60.9375,1211
"490",-33.125,-60.8125,934
"491",-33.125,-60.6875,846
"492",-33.125,-60.5625,756
"493",-33.125,-60.4375,738
"494",-33.125,-60.3125,723
"495",-33.125,-60.1875,789
"496",-33.125,-60.0625,690
"497",-33.125,-59.9375,675
"498",-33.125,-59.8125,642
"499",-33.125,-59.6875,544
"500",-33.125,-59.5625,412
"501",-33.125,-59.4375,230
"502",-33.125,-59.3125,302
"503",-33.125,-59.1875,344
"504",-33.125,-59.0625,434
"505",-33.125,-58.9375,257
"506",-33.125,-58.8125,351
"507",-33.125,-58.6875,340
"508",-33.125,-58.5625,267
"509",-33.125,-58.4375,256
"510",-33.125,-58.3125,64
"511",-33.125,-58.1875,96
"512",-33.125,-58.0625,370
"513",-33.125,-57.9375,291
"514",-33.125,-57.8125,340
"515",-33.125,-57.6875,206
"516",-33.125,-57.5625,94
"517",-33.125,-57.4375,49
"518",-33.125,-57.3125,55
"519",-33.125,-57.1875,41
"520",-33.125,-57.0625,12
"521",-33.125,-56.9375,2
"522",-33.125,-56.5625,5
"523",-33.125,-56.4375,6
"524",-33.125,-56.3125,5
"525",-33.125,-56.1875,1
"526",-33.125,-56.0625,5
"527",-33.125,-55.9375,4
"528",-33.125,-55.8125,4
"529",-33.125,-55.6875,2
"530",-33.125,-55.5625,13
"531",-33.125,-55.3125,2
"532",-33.125,-55.1875,4
"533",-33.125,-55.0625,9
"534",-33.125,-54.9375,3
"535",-33.125,-54.8125,14
"536",-33.125,-54.6875,32
"537",-33.125,-54.5625,19
"538",-33.125,-54.4375,23
"539",-33.125,-54.3125,29
"540",-33.125,-54.1875,9
"541",-33.125,-54.0625,15
"542",-33.125,-53.9375,9
"543",-33.125,-53.8125,4
"544",-33.125,-53.6875,1
"545",-33.125,-53.5625,5
"546",-33.125,-53.4375,1
"547",-33.125,-53.3125,4
"548",-33.125,-53.1875,3
"549",-33.125,-53.0625,5
"550",-33.125,-52.9375,7
"551",-33.125,-52.8125,2
"552",-33.125,-52.6875,4
"553",-33.125,-52.5625,2
"554",-33.125,-52.4375,5
"555",-33.125,-52.3125,2
"556",-33.125,-52.1875,1
"557",-32.875,-61.9375,7
"558",-32.875,-61.8125,72
"559",-32.875,-61.6875,165
"560",-32.875,-61.5625,296
"561",-32.875,-61.4375,923
"562",-32.875,-61.3125,1884
"563",-32.875,-61.1875,670
"564",-32.875,-61.0625,1283
"565",-32.875,-60.9375,1059
"566",-32.875,-60.8125,823
"567",-32.875,-60.6875,692
"568",-32.875,-60.5625,422
"569",-32.875,-60.4375,491
"570",-32.875,-60.3125,568
"571",-32.875,-60.1875,839
"572",-32.875,-60.0625,706
"573",-32.875,-59.9375,645
"574",-32.875,-59.8125,613
"575",-32.875,-59.6875,539
"576",-32.875,-59.5625,417
"577",-32.875,-59.4375,300
"578",-32.875,-59.3125,253
"579",-32.875,-59.1875,337
"580",-32.875,-59.0625,358
"581",-32.875,-58.9375,318
"582",-32.875,-58.8125,430
"583",-32.875,-58.6875,245
"584",-32.875,-58.5625,169
"585",-32.875,-58.4375,202
"586",-32.875,-58.3125,262
"587",-32.875,-58.1875,193
"588",-32.875,-58.0625,256
"589",-32.875,-57.9375,464
"590",-32.875,-57.8125,459
"591",-32.875,-57.6875,320
"592",-32.875,-57.5625,163
"593",-32.875,-57.4375,103
"594",-32.875,-57.3125,24
"595",-32.875,-57.1875,57
"596",-32.875,-57.0625,28
"597",-32.875,-56.9375,11
"598",-32.875,-56.5625,6
"599",-32.875,-56.4375,1
"600",-32.875,-56.1875,2
"601",-32.875,-55.9375,12
"602",-32.875,-55.8125,9
"603",-32.875,-55.6875,3
"604",-32.875,-55.5625,3
"605",-32.875,-55.4375,7
"606",-32.875,-55.3125,2
"607",-32.875,-55.1875,2
"608",-32.875,-55.0625,15
"609",-32.875,-54.9375,10
"610",-32.875,-54.8125,44
"611",-32.875,-54.6875,26
"612",-32.875,-54.5625,14
"613",-32.875,-54.4375,30
"614",-32.875,-54.3125,12
"615",-32.875,-54.1875,14
"616",-32.875,-54.0625,8
"617",-32.875,-53.9375,17
"618",-32.875,-53.8125,11
"619",-32.875,-53.6875,9
"620",-32.875,-53.5625,9
"621",-32.875,-53.4375,10
"622",-32.875,-53.3125,13
"623",-32.875,-53.1875,12
"624",-32.875,-53.0625,9
"625",-32.875,-52.9375,15
"626",-32.875,-52.8125,7
"627",-32.875,-52.6875,3
"628",-32.875,-52.5625,3
"629",-32.875,-52.4375,6
"630",-32.875,-52.3125,9
"631",-32.875,-52.1875,4
"632",-32.875,-52.0625,2
"633",-32.625,-62.8125,19
"634",-32.625,-62.6875,19
"635",-32.625,-62.5625,12
"636",-32.625,-62.4375,8
"637",-32.625,-62.3125,40
"638",-32.625,-62.1875,6
"639",-32.625,-62.0625,26
"640",-32.625,-61.9375,49
"641",-32.625,-61.8125,196
"642",-32.625,-61.6875,211
"643",-32.625,-61.5625,477
"644",-32.625,-61.4375,712
"645",-32.625,-61.3125,332
"646",-32.625,-61.1875,486
"647",-32.625,-61.0625,888
"648",-32.625,-60.9375,907
"649",-32.625,-60.8125,645
"650",-32.625,-60.6875,371
"651",-32.625,-60.5625,388
"652",-32.625,-60.4375,599
"653",-32.625,-60.3125,657
"654",-32.625,-60.1875,751
"655",-32.625,-60.0625,635
"656",-32.625,-59.9375,475
"657",-32.625,-59.8125,1808
"658",-32.625,-59.6875,1156
"659",-32.625,-59.5625,492
"660",-32.625,-59.4375,351
"661",-32.625,-59.3125,398
"662",-32.625,-59.1875,388
"663",-32.625,-59.0625,362
"664",-32.625,-58.9375,402
"665",-32.625,-58.8125,352
"666",-32.625,-58.6875,229
"667",-32.625,-58.5625,200
"668",-32.625,-58.4375,176
"669",-32.625,-58.3125,200
"670",-32.625,-58.1875,186
"671",-32.625,-58.0625,285
"672",-32.625,-57.9375,257
"673",-32.625,-57.8125,425
"674",-32.625,-57.6875,345
"675",-32.625,-57.5625,172
"676",-32.625,-57.4375,157
"677",-32.625,-57.3125,72
"678",-32.625,-57.1875,46
"679",-32.625,-57.0625,36
"680",-32.625,-56.9375,19
"681",-32.625,-56.8125,2
"682",-32.625,-56.5625,6
"683",-32.625,-56.1875,2
"684",-32.625,-56.0625,1
"685",-32.625,-55.9375,10
"686",-32.625,-55.8125,3
"687",-32.625,-55.6875,1
"688",-32.625,-55.4375,1
"689",-32.625,-55.3125,1
"690",-32.625,-55.1875,3
"691",-32.625,-55.0625,4
"692",-32.625,-54.9375,26
"693",-32.625,-54.8125,26
"694",-32.625,-54.6875,32
"695",-32.625,-54.5625,16
"696",-32.625,-54.4375,51
"697",-32.625,-54.3125,12
"698",-32.625,-54.1875,16
"699",-32.625,-54.0625,9
"700",-32.625,-53.9375,6
"701",-32.625,-53.8125,13
"702",-32.625,-53.6875,7
"703",-32.625,-53.5625,10
"704",-32.625,-53.4375,18
"705",-32.625,-53.3125,3
